student_id,student_name,student_email,attendance_percent,avg_score,fees_paid_ratio,num_failed_attempts,ML_dropout_probability,rule_dropout_probability,final_dropout_probability,risk_level
181,Arjun Sharma,arjun.sharma116@example.com,10,99,0.06,2,70.95589323668707,50.0,62.57353594201224,Medium Risk
182,Sara Gupta,sara.gupta312@example.com,10,77,0.44,1,80.26924263536034,50.0,68.1615455812162,Medium Risk
183,Isha Yadav,isha.yadav87@example.com,34,21,0.2,3,89.43049333417845,80.0,85.65829600050708,High Risk
184,Arjun Rajput,arjun.rajput398@example.com,34,23,0.41,1,78.44005618983573,80.0,79.06403371390144,High Risk
186,Saanvi Khan,saanvi.khan400@example.com,22,25,0.31,1,84.58720710520369,80.0,82.7523242631222,High Risk
188,Vihaan Chopra,vihaan.chopra989@example.com,12,88,0.49,5,96.15195817164064,70.0,85.69117490298439,High Risk
189,Arjun Verma,arjun.verma691@example.com,16,88,0.07,3,86.49296225751168,50.0,71.895777354507,High Risk
190,Sara Sharma,sara.sharma79@example.com,15,39,0.36,0,82.87389282454434,80.0,81.7243356947266,High Risk
192,Sai Chopra,sai.chopra781@example.com,18,35,0.17,4,97.7709246650641,100.0,98.66255479903846,High Risk
193,Avni Gupta,avni.gupta830@example.com,14,70,0.15,2,83.92231277784761,50.0,70.35338766670856,High Risk
194,Aditya Sharma,aditya.sharma398@example.com,10,56,0.47,1,82.56458872755944,50.0,69.53875323653565,Medium Risk
200,Isha Khan,isha.khan828@example.com,31,28,0.04,0,65.64379210829888,80.0,71.38627526497933,High Risk
201,Ishaan Gupta,ishaan.gupta121@example.com,33,83,0.34,3,36.48254391846477,50.0,41.88952635107886,Medium Risk
202,Diya Reddy,diya.reddy133@example.com,18,41,0.27,0,74.64168158058332,50.0,64.78500894835,Medium Risk
207,Isha Sharma,isha.sharma549@example.com,21,37,0.4,2,88.37421435679408,80.0,85.02452861407644,High Risk
208,Aadhya Reddy,aadhya.reddy143@example.com,16,90,0.27,3,89.51505335916194,50.0,73.70903201549717,High Risk
209,Diya Patel,diya.patel283@example.com,11,84,0.31,3,91.3067306336184,50.0,74.78403838017104,High Risk
210,Riya Chopra,riya.chopra71@example.com,12,20,0.11,4,99.08834119251186,100.0,99.45300471550712,High Risk
211,Aadhya Khan,aadhya.khan301@example.com,26,23,0.42,5,97.78848166413916,100.0,98.6730889984835,High Risk
212,Arjun Yadav,arjun.yadav12@example.com,14,23,0.21,5,99.32364578037836,100.0,99.594187468227,High Risk
213,Ishaan Mehta,ishaan.mehta304@example.com,26,46,0.07,5,84.76747059503337,70.0,78.86048235702003,High Risk
215,Aadhya Khan,aadhya.khan702@example.com,26,78,0.11,4,73.84045726991772,70.0,72.30427436195063,High Risk
216,Saanvi Chopra,saanvi.chopra760@example.com,26,51,0.05,5,80.38087491290733,70.0,76.2285249477444,High Risk
217,Riya Verma,riya.verma602@example.com,11,52,0.43,5,97.82274967163139,70.0,86.69364980297883,High Risk
218,Aarav Sharma,aarav.sharma584@example.com,11,47,0.23,0,77.72527365263237,50.0,66.63516419157942,Medium Risk
221,Ananya Sharma,ananya.sharma169@example.com,14,89,0.39,1,76.1468493664764,50.0,65.68810961988584,Medium Risk
222,Arjun Khan,arjun.khan683@example.com,10,81,0.06,5,96.67929995393311,70.0,86.00757997235986,High Risk
223,Vivaan Chopra,vivaan.chopra376@example.com,10,99,0.18,1,74.38206783343044,50.0,64.62924070005826,Medium Risk
224,Sai Verma,sai.verma779@example.com,28,53,0.49,4,84.36025039732345,70.0,78.61615023839407,High Risk
225,Vihaan Verma,vihaan.verma752@example.com,11,75,0.4,3,93.83489179279609,50.0,76.30093507567764,High Risk
226,Vihaan Chopra,vihaan.chopra167@example.com,30,32,0.25,5,97.1236480494876,100.0,98.27418882969255,High Risk
228,Saanvi Reddy,saanvi.reddy570@example.com,15,37,0.44,0,84.56172227573305,80.0,82.73703336543983,High Risk
229,Aditya Sharma,aditya.sharma965@example.com,32,73,0.27,5,85.79313853478729,70.0,79.47588312087237,High Risk
230,Sara Patel,sara.patel158@example.com,13,96,0.38,2,83.22245794150756,50.0,69.93347476490453,Medium Risk
233,Ishaan Yadav,ishaan.yadav934@example.com,33,80,0.06,5,85.62749249373681,70.0,79.37649549624209,High Risk
235,Aarohi Reddy,aarohi.reddy212@example.com,15,100,0.08,1,73.29312970846362,50.0,63.97587782507817,Medium Risk
237,Myra Chopra,myra.chopra656@example.com,14,37,0.47,4,99.16294860523772,100.0,99.49776916314264,High Risk
238,Saanvi Gupta,saanvi.gupta859@example.com,29,42,0.28,3,86.75665579704214,50.0,72.0539934782253,High Risk
239,Vivaan Verma,vivaan.verma16@example.com,11,73,0.38,2,85.86943144511953,50.0,71.52165886707172,High Risk
240,Aarohi Reddy,aarohi.reddy549@example.com,15,49,0.28,3,93.59756430174966,50.0,76.15853858104978,High Risk
242,Arjun Mehta,arjun.mehta336@example.com,20,87,0.05,4,46.973466386860046,70.0,56.184079832116026,Medium Risk
245,Aarav Reddy,aarav.reddy577@example.com,10,37,0.2,1,89.60130304270973,80.0,85.76078182562583,High Risk
246,Krishna Verma,krishna.verma437@example.com,18,26,0.4,5,97.68476816890414,100.0,98.61086090134248,High Risk
247,Krishna Sharma,krishna.sharma256@example.com,15,59,0.19,3,92.6812754197158,50.0,75.60876525182948,High Risk
248,Riya Verma,riya.verma28@example.com,25,89,0.23,5,88.04493114457055,70.0,80.82695868674233,High Risk
249,Rohan Verma,rohan.verma118@example.com,12,84,0.2,0,74.73172130123056,50.0,64.83903278073834,Medium Risk
251,Isha Gupta,isha.gupta297@example.com,13,68,0.22,1,77.02599895641005,50.0,66.21559937384603,Medium Risk
252,Aarohi Gupta,aarohi.gupta317@example.com,28,71,0.1,3,43.75790818124359,50.0,46.254744908746154,Medium Risk
253,Rohan Khan,rohan.khan924@example.com,12,48,0.09,0,76.7816712161828,50.0,66.06900272970968,Medium Risk
254,Sai Chopra,sai.chopra937@example.com,28,40,0.05,4,92.9643106788346,70.0,83.77858640730076,High Risk
255,Vivaan Verma,vivaan.verma918@example.com,29,97,0.18,5,73.49391771459767,70.0,72.0963506287586,High Risk
256,Krishna Khan,krishna.khan132@example.com,16,28,0.38,5,98.82889955547952,100.0,99.29733973328771,High Risk
258,Arjun Yadav,arjun.yadav196@example.com,18,95,0.16,3,40.17813179045097,50.0,44.10687907427058,Medium Risk
259,Aarohi Gupta,aarohi.gupta896@example.com,10,61,0.32,1,79.78328460117274,50.0,67.86997076070364,Medium Risk
260,Krishna Verma,krishna.verma866@example.com,17,70,0.1,4,70.60104693011338,70.0,70.36062815806804,High Risk
261,Sara Gupta,sara.gupta706@example.com,16,75,0.45,3,90.43378915125282,50.0,74.2602734907517,High Risk
264,Isha Sharma,isha.sharma88@example.com,10,39,0.28,1,88.374397770103,80.0,85.02463866206179,High Risk
266,Arjun Verma,arjun.verma534@example.com,34,57,0.31,4,78.01957855652468,70.0,74.8117471339148,High Risk
268,Ananya Reddy,ananya.reddy784@example.com,27,84,0.45,5,84.86596919956745,70.0,78.91958151974046,High Risk
269,Ananya Mehta,ananya.mehta444@example.com,32,73,0.08,3,46.12199621648573,50.0,47.673197729891434,Medium Risk
270,Aditya Yadav,aditya.yadav482@example.com,19,43,0.25,1,37.79734286714684,50.0,42.6784057202881,Medium Risk
271,Krishna Mehta,krishna.mehta547@example.com,12,66,0.3,3,94.70779484258955,50.0,76.82467690555373,High Risk
272,Sara Chopra,sara.chopra137@example.com,16,90,0.02,3,86.2268933682054,50.0,71.73613602092323,High Risk
274,Isha Chopra,isha.chopra697@example.com,25,76,0.37,5,85.73404110994449,70.0,79.44042466596669,High Risk
276,Vivaan Rajput,vivaan.rajput363@example.com,29,79,0.16,3,42.08895017692896,50.0,45.25337010615738,Medium Risk
278,Aadhya Verma,aadhya.verma381@example.com,11,49,0.48,3,95.50721866748391,50.0,77.30433120049034,High Risk
279,Rohan Reddy,rohan.reddy649@example.com,10,41,0.43,5,99.41120921670353,70.0,87.64672553002211,High Risk
282,Vivaan Gupta,vivaan.gupta892@example.com,14,60,0.16,3,92.85958538179833,50.0,75.71575122907899,High Risk
283,Diya Khan,diya.khan696@example.com,14,61,0.49,4,97.36012452047555,70.0,86.41607471228534,High Risk
284,Arjun Mehta,arjun.mehta689@example.com,32,84,0.24,5,82.22688078749663,70.0,77.33612847249798,High Risk
285,Aarav Patel,aarav.patel324@example.com,18,50,0.06,5,85.21917347245063,70.0,79.13150408347039,High Risk
286,Saanvi Mehta,saanvi.mehta792@example.com,18,49,0.36,4,88.8572729852575,70.0,81.3143637911545,High Risk
287,Diya Patel,diya.patel741@example.com,12,37,0.16,3,97.46024250198674,80.0,90.47614550119204,High Risk
288,Krishna Sharma,krishna.sharma502@example.com,28,36,0.5,5,97.00985213439647,100.0,98.20591128063788,High Risk
290,Diya Chopra,diya.chopra598@example.com,25,33,0.33,3,93.51988589233878,80.0,88.11193153540327,High Risk
291,Krishna Rajput,krishna.rajput205@example.com,12,98,0.06,3,85.03083474866494,50.0,71.01850084919897,High Risk
293,Ananya Gupta,ananya.gupta583@example.com,33,41,0.05,5,93.1125044276569,70.0,83.86750265659414,High Risk
294,Saanvi Sharma,saanvi.sharma46@example.com,31,86,0.01,5,80.72848780834623,70.0,76.43709268500774,High Risk
295,Arjun Verma,arjun.verma214@example.com,33,75,0.41,4,64.20192084820037,70.0,66.52115250892022,Medium Risk
296,Ananya Yadav,ananya.yadav898@example.com,10,38,0.1,2,93.56503683445297,80.0,88.13902210067178,High Risk
298,Isha Patel,isha.patel230@example.com,29,63,0.49,5,88.34774352585326,70.0,81.00864611551197,High Risk
299,Aditya Sharma,aditya.sharma116@example.com,20,54,0.17,3,39.730373807794365,50.0,43.83822428467661,Medium Risk
300,Pari Gupta,pari.gupta662@example.com,26,20,0.15,2,88.71944220906964,80.0,85.23166532544178,High Risk
