student_id,student_name,student_email,attendance_percent,avg_score,fees_paid_ratio,num_failed_attempts,ML_dropout_probability,rule_dropout_probability,final_dropout_probability,risk_level
40,Pari Patel,pari.patel509@example.com,34,77,0.08,4,87.15031392078059,70.0,80.29018835246836,High Risk
41,Avni Gupta,avni.gupta303@example.com,12,94,0.05,3,99.72259488832769,50.0,79.83355693299661,High Risk
42,Riya Sharma,riya.sharma884@example.com,14,83,0.29,5,97.28504842408059,70.0,86.37102905444834,High Risk
43,Isha Reddy,isha.reddy112@example.com,28,88,0.44,5,38.905391053465436,70.0,51.34323463207926,Medium Risk
44,Ishaan Patel,ishaan.patel726@example.com,16,78,0.22,0,95.34789384083956,50.0,77.20873630450373,High Risk
45,Ananya Patel,ananya.patel129@example.com,30,79,0.08,3,91.10867746808037,50.0,74.66520648084821,High Risk
46,Ananya Reddy,ananya.reddy418@example.com,18,81,0.28,0,88.62872313488603,50.0,73.17723388093162,High Risk
47,Ananya Rajput,ananya.rajput235@example.com,16,35,0.41,5,69.33245550036511,100.0,81.59947330021907,High Risk
48,Avni Verma,avni.verma184@example.com,27,87,0.37,4,77.8624567504856,70.0,74.71747405029137,High Risk
49,Riya Verma,riya.verma713@example.com,13,34,0.44,1,63.09498310898931,80.0,69.85698986539359,Medium Risk
50,Myra Mehta,myra.mehta291@example.com,34,74,0.14,5,37.2954229937259,70.0,50.377253796235536,Medium Risk
51,Arjun Mehta,arjun.mehta414@example.com,23,54,0.1,2,76.45169673730341,50.0,65.87101804238205,Medium Risk
52,Vivaan Reddy,vivaan.reddy945@example.com,27,74,0.44,1,50.08700720193634,50.0,50.0522043211618,Medium Risk
53,Saanvi Patel,saanvi.patel223@example.com,18,33,0.33,5,5.148781762236775,100.0,43.089269057342065,Medium Risk
55,Saanvi Khan,saanvi.khan359@example.com,11,26,0.37,0,67.69043231408965,80.0,72.61425938845379,High Risk
58,Vihaan Yadav,vihaan.yadav226@example.com,16,35,0.34,3,27.923628985386046,80.0,48.75417739123162,Medium Risk
59,Ananya Yadav,ananya.yadav14@example.com,21,70,0.19,2,62.47224439824481,50.0,57.483346638946884,Medium Risk
60,Ananya Khan,ananya.khan67@example.com,17,91,0.27,1,90.76158253824535,50.0,74.45694952294721,High Risk
61,Pari Patel,pari.patel851@example.com,24,99,0.26,0,89.49490301137473,50.0,73.69694180682484,High Risk
62,Saanvi Verma,saanvi.verma516@example.com,12,61,0.42,3,42.592501570193576,50.0,45.55550094211614,Medium Risk
63,Sara Verma,sara.verma305@example.com,23,36,0.42,4,2.1489680541042437,100.0,41.28938083246255,Medium Risk
64,Ananya Sharma,ananya.sharma421@example.com,26,82,0.42,2,48.910305949817435,50.0,49.34618356989046,Medium Risk
65,Vivaan Khan,vivaan.khan730@example.com,13,64,0.01,0,96.2160829063623,50.0,77.72964974381738,High Risk
66,Rohan Gupta,rohan.gupta550@example.com,27,96,0.37,4,82.9626768520438,70.0,77.77760611122628,High Risk
67,Diya Patel,diya.patel978@example.com,17,26,0.38,4,3.2723530096111277,100.0,41.963411805766675,Medium Risk
69,Ishaan Sharma,ishaan.sharma200@example.com,11,29,0.38,1,63.14711903087061,80.0,69.88827141852236,Medium Risk
70,Ananya Gupta,ananya.gupta531@example.com,15,53,0.42,0,64.25725618276952,50.0,58.55435370966171,Medium Risk
73,Aadhya Reddy,aadhya.reddy737@example.com,13,25,0.06,4,85.86535200837973,100.0,91.51921120502783,High Risk
77,Arjun Khan,arjun.khan414@example.com,11,48,0.11,4,92.42473328617305,70.0,83.45483997170382,High Risk
78,Vivaan Verma,vivaan.verma925@example.com,19,44,0.07,1,66.83682178268546,50.0,60.10209306961128,Medium Risk
79,Aarohi Khan,aarohi.khan466@example.com,13,74,0.33,0,94.04419707184375,50.0,76.42651824310624,High Risk
80,Ananya Khan,ananya.khan407@example.com,23,100,0.0,0,97.32998432228894,50.0,78.39799059337335,High Risk
81,Ananya Patel,ananya.patel330@example.com,25,65,0.09,0,71.94447485422921,50.0,63.16668491253753,Medium Risk
82,Myra Reddy,myra.reddy939@example.com,24,43,0.01,2,80.35071780432084,50.0,68.2104306825925,Medium Risk
83,Krishna Chopra,krishna.chopra192@example.com,17,94,0.08,1,96.98879735434257,50.0,78.19327841260554,High Risk
84,Aarohi Verma,aarohi.verma103@example.com,23,45,0.09,1,53.88087572434437,50.0,52.32852543460662,Medium Risk
87,Aadhya Rajput,aadhya.rajput674@example.com,17,94,0.44,0,85.51341662834204,50.0,71.30804997700523,High Risk
89,Isha Verma,isha.verma922@example.com,25,80,0.36,5,38.424380770313455,70.0,51.05462846218808,Medium Risk
90,Ishaan Sharma,ishaan.sharma405@example.com,22,97,0.05,3,97.34496008925002,50.0,78.40697605355001,High Risk
91,Aadhya Yadav,aadhya.yadav575@example.com,27,70,0.11,5,88.23991115249179,70.0,80.94394669149507,High Risk
93,Rohan Reddy,rohan.reddy697@example.com,30,40,0.03,1,56.37675832929907,50.0,53.82605499757944,Medium Risk
95,Isha Reddy,isha.reddy918@example.com,34,75,0.3,5,30.89073978146764,70.0,46.53444386888059,Medium Risk
96,Avni Patel,avni.patel244@example.com,22,78,0.3,3,53.863871590211,50.0,52.3183229541266,Medium Risk
97,Diya Mehta,diya.mehta744@example.com,18,91,0.01,4,97.89786972967752,70.0,86.73872183780651,High Risk
98,Rohan Gupta,rohan.gupta58@example.com,24,70,0.16,5,46.609308948879544,70.0,55.96558536932773,Medium Risk
100,Pari Gupta,pari.gupta706@example.com,10,78,0.07,0,98.42970517000713,50.0,79.05782310200428,High Risk
101,Arjun Chopra,arjun.chopra102@example.com,34,90,0.35,0,77.35594371818006,50.0,66.41356623090803,Medium Risk
102,Avni Patel,avni.patel447@example.com,16,28,0.37,1,56.06303871421778,80.0,65.63782322853066,Medium Risk
104,Myra Patel,myra.patel550@example.com,33,48,0.1,1,40.47686948884917,50.0,44.2861216933095,Medium Risk
105,Avni Verma,avni.verma29@example.com,10,82,0.41,2,94.31870821916381,50.0,76.59122493149829,High Risk
106,Sai Gupta,sai.gupta717@example.com,21,91,0.26,3,55.54850181420976,50.0,53.32910108852585,Medium Risk
107,Arjun Verma,arjun.verma644@example.com,17,75,0.19,0,86.02211793016923,50.0,71.61327075810154,High Risk
108,Riya Khan,riya.khan483@example.com,33,87,0.06,5,91.99519430192899,70.0,83.19711658115739,High Risk
110,Myra Rajput,myra.rajput525@example.com,28,22,0.12,3,18.579923237402426,80.0,43.147953942441454,Medium Risk
112,Diya Reddy,diya.reddy345@example.com,17,46,0.03,5,89.06280137619575,70.0,81.43768082571745,High Risk
113,Ananya Verma,ananya.verma123@example.com,12,20,0.4,2,43.20055949778181,80.0,57.920335698669085,Medium Risk
114,Ishaan Khan,ishaan.khan8@example.com,12,99,0.38,1,96.2259123755365,50.0,77.7355474253219,High Risk
115,Arjun Gupta,arjun.gupta387@example.com,10,90,0.37,1,97.35725915103315,50.0,78.41435549061988,High Risk
116,Pari Yadav,pari.yadav287@example.com,14,63,0.15,1,71.23254922983723,50.0,62.739529537902335,Medium Risk
117,Avni Reddy,avni.reddy559@example.com,19,60,0.09,3,84.6305286827252,50.0,70.77831720963512,High Risk
118,Vivaan Khan,vivaan.khan552@example.com,16,94,0.32,1,94.44329341281104,50.0,76.66597604768663,High Risk
120,Myra Reddy,myra.reddy545@example.com,16,52,0.09,0,90.44551801554758,50.0,74.26731080932854,High Risk
121,Pari Khan,pari.khan814@example.com,18,69,0.34,3,82.03475568552498,50.0,69.22085341131499,Medium Risk
122,Vivaan Yadav,vivaan.yadav583@example.com,17,82,0.5,5,53.13035455904793,70.0,59.87821273542876,Medium Risk
124,Isha Mehta,isha.mehta422@example.com,11,78,0.37,0,92.70937005477494,50.0,75.62562203286495,High Risk
125,Ishaan Chopra,ishaan.chopra737@example.com,10,100,0.48,2,96.55863751293595,50.0,77.93518250776157,High Risk
126,Ishaan Sharma,ishaan.sharma308@example.com,25,67,0.1,1,68.61198525495786,50.0,61.167191152974716,Medium Risk
129,Sara Reddy,sara.reddy223@example.com,33,22,0.08,2,22.663297292815265,80.0,45.59797837568916,Medium Risk
130,Saanvi Verma,saanvi.verma910@example.com,14,66,0.35,4,79.96303116980607,70.0,75.97781870188365,High Risk
131,Isha Rajput,isha.rajput28@example.com,12,81,0.29,5,95.17701132521174,70.0,85.10620679512704,High Risk
133,Rohan Reddy,rohan.reddy810@example.com,17,82,0.35,4,85.7408351015861,70.0,79.44450106095167,High Risk
135,Ishaan Patel,ishaan.patel833@example.com,12,50,0.39,0,47.15952116354661,50.0,48.295712698127964,Medium Risk
136,Myra Sharma,myra.sharma376@example.com,10,36,0.03,0,89.37905179534542,80.0,85.62743107720725,High Risk
137,Vivaan Reddy,vivaan.reddy633@example.com,12,43,0.43,4,75.38089328830104,70.0,73.22853597298062,High Risk
138,Sai Reddy,sai.reddy457@example.com,14,42,0.11,0,85.26547993342103,50.0,71.15928796005261,High Risk
139,Vivaan Khan,vivaan.khan649@example.com,24,69,0.19,1,84.64931531144092,50.0,70.78958918686455,High Risk
140,Sai Chopra,sai.chopra765@example.com,23,97,0.23,0,77.41481140641476,50.0,66.44888684384885,Medium Risk
141,Sai Khan,sai.khan35@example.com,12,98,0.24,3,98.2965617534555,50.0,78.9779370520733,High Risk
142,Myra Khan,myra.khan981@example.com,10,98,0.22,5,98.11945502999735,70.0,86.8716730179984,High Risk
143,Sai Gupta,sai.gupta653@example.com,14,89,0.47,0,94.9904497917831,50.0,76.99426987506986,High Risk
146,Riya Gupta,riya.gupta446@example.com,16,69,0.02,0,97.64948888431104,50.0,78.58969333058661,High Risk
149,Vihaan Yadav,vihaan.yadav795@example.com,24,98,0.39,5,50.98943023233809,70.0,58.59365813940285,Medium Risk
150,Vivaan Verma,vivaan.verma598@example.com,19,22,0.0,1,59.85897789545783,80.0,67.9153867372747,Medium Risk
151,Vihaan Rajput,vihaan.rajput419@example.com,22,81,0.03,2,95.13912063669792,50.0,77.08347238201875,High Risk
152,Saanvi Gupta,saanvi.gupta573@example.com,28,66,0.11,4,56.06223617135302,70.0,61.63734170281181,Medium Risk
153,Riya Rajput,riya.rajput932@example.com,16,96,0.07,4,99.26907790513985,70.0,87.5614467430839,High Risk
154,Diya Mehta,diya.mehta404@example.com,26,80,0.2,1,59.43590514806105,50.0,55.66154308883663,Medium Risk
156,Aditya Sharma,aditya.sharma184@example.com,13,32,0.24,1,54.34818949620666,80.0,64.60891369772399,Medium Risk
157,Diya Yadav,diya.yadav24@example.com,14,20,0.01,4,84.34825254156053,100.0,90.60895152493632,High Risk
159,Aadhya Verma,aadhya.verma202@example.com,16,81,0.02,1,97.59940765787353,50.0,78.55964459472412,High Risk
160,Aadhya Gupta,aadhya.gupta730@example.com,22,98,0.02,1,96.78340478383652,50.0,78.0700428703019,High Risk
161,Sai Reddy,sai.reddy388@example.com,24,97,0.14,3,88.73334812441001,50.0,73.24000887464601,High Risk
162,Ishaan Verma,ishaan.verma720@example.com,20,90,0.14,4,81.66612395359887,70.0,76.99967437215932,High Risk
163,Arjun Chopra,arjun.chopra826@example.com,13,50,0.39,4,77.59798816787585,70.0,74.5587929007255,High Risk
164,Rohan Sharma,rohan.sharma907@example.com,22,83,0.49,1,67.2857468002483,50.0,60.37144808014898,Medium Risk
165,Riya Verma,riya.verma868@example.com,16,44,0.19,0,56.0852845213058,50.0,53.65117071278348,Medium Risk
167,Diya Gupta,diya.gupta997@example.com,31,33,0.42,5,2.629288152301046,100.0,41.577572891380626,Medium Risk
168,Diya Verma,diya.verma673@example.com,11,27,0.13,0,42.40225947345028,80.0,57.44135568407017,Medium Risk
169,Rohan Verma,rohan.verma467@example.com,19,73,0.08,4,94.00036405447798,70.0,84.40021843268678,High Risk
171,Aarav Chopra,aarav.chopra495@example.com,34,100,0.02,1,94.83374976293497,50.0,76.90024985776098,High Risk
172,Rohan Rajput,rohan.rajput231@example.com,30,97,0.31,2,92.6614368801228,50.0,75.59686212807368,High Risk
173,Aarohi Sharma,aarohi.sharma633@example.com,15,75,0.28,3,91.81905935217397,50.0,75.09143561130438,High Risk
174,Aditya Gupta,aditya.gupta827@example.com,21,80,0.17,2,66.32599725717047,50.0,59.79559835430228,Medium Risk
177,Isha Yadav,isha.yadav500@example.com,20,35,0.04,4,83.58230416069163,100.0,90.14938249641497,High Risk
178,Sara Sharma,sara.sharma431@example.com,32,69,0.12,2,83.61336894615545,50.0,70.16802136769326,High Risk
180,Vihaan Sharma,vihaan.sharma860@example.com,16,36,0.27,4,70.62022454283459,100.0,82.37213472570076,High Risk
181,Arjun Sharma,arjun.sharma116@example.com,10,99,0.06,2,99.70968695075456,50.0,79.82581217045274,High Risk
182,Sara Gupta,sara.gupta312@example.com,10,77,0.44,1,91.53239739169068,50.0,74.9194384350144,High Risk
187,Krishna Gupta,krishna.gupta561@example.com,18,100,0.25,1,77.36296936952814,50.0,66.41778162171688,Medium Risk
188,Vihaan Chopra,vihaan.chopra989@example.com,12,88,0.49,5,92.56691173723144,70.0,83.54014704233886,High Risk
189,Arjun Verma,arjun.verma691@example.com,16,88,0.07,3,99.17564250489028,50.0,79.50538550293416,High Risk
190,Sara Sharma,sara.sharma79@example.com,15,39,0.36,0,69.47209753184467,80.0,73.6832585191068,High Risk
191,Rohan Khan,rohan.khan504@example.com,17,83,0.1,1,92.50211220498173,50.0,75.50126732298904,High Risk
192,Sai Chopra,sai.chopra781@example.com,18,35,0.17,4,6.540852324471183,100.0,43.92451139468271,Medium Risk
193,Avni Gupta,avni.gupta830@example.com,14,70,0.15,2,94.32144258304001,50.0,76.59286554982401,High Risk
194,Aditya Sharma,aditya.sharma398@example.com,10,56,0.47,1,42.77554822487699,50.0,45.665328934926194,Medium Risk
195,Riya Khan,riya.khan885@example.com,28,92,0.48,0,73.57611571589588,50.0,64.14566942953752,Medium Risk
196,Vihaan Yadav,vihaan.yadav620@example.com,19,88,0.09,1,91.91654478367074,50.0,75.14992687020245,High Risk
197,Pari Verma,pari.verma805@example.com,21,61,0.01,2,89.0293999860486,50.0,73.41763999162916,High Risk
198,Aarav Patel,aarav.patel886@example.com,33,76,0.36,0,54.69392483752178,50.0,52.81635490251306,Medium Risk
199,Krishna Rajput,krishna.rajput611@example.com,24,85,0.21,3,92.0392670582927,50.0,75.22356023497562,High Risk
200,Isha Khan,isha.khan828@example.com,31,28,0.04,0,40.52133178832577,80.0,56.31279907299546,Medium Risk
201,Ishaan Gupta,ishaan.gupta121@example.com,33,83,0.34,3,78.41569720309377,50.0,67.04941832185625,Medium Risk
204,Aarohi Patel,aarohi.patel280@example.com,26,74,0.11,2,88.29272604257729,50.0,72.97563562554637,High Risk
208,Aadhya Reddy,aadhya.reddy143@example.com,16,90,0.27,3,94.59805903742854,50.0,76.75883542245712,High Risk
209,Diya Patel,diya.patel283@example.com,11,84,0.31,3,97.52208614156426,50.0,78.51325168493855,High Risk
210,Riya Chopra,riya.chopra71@example.com,12,20,0.11,4,81.03422958122935,100.0,88.6205377487376,High Risk
211,Aadhya Khan,aadhya.khan301@example.com,26,23,0.42,5,2.191821742126904,100.0,41.31509304527614,Medium Risk
212,Arjun Yadav,arjun.yadav12@example.com,14,23,0.21,5,67.49775476427567,100.0,80.4986528585654,High Risk
213,Ishaan Mehta,ishaan.mehta304@example.com,26,46,0.07,5,74.90625067253956,70.0,72.94375040352372,High Risk
215,Aadhya Khan,aadhya.khan702@example.com,26,78,0.11,4,93.13963550710093,70.0,83.88378130426057,High Risk
216,Saanvi Chopra,saanvi.chopra760@example.com,26,51,0.05,5,86.17408838616191,70.0,79.70445303169714,High Risk
217,Riya Verma,riya.verma602@example.com,11,52,0.43,5,77.34643694365556,70.0,74.40786216619333,High Risk
218,Aarav Sharma,aarav.sharma584@example.com,11,47,0.23,0,39.18651425227447,50.0,43.511908551364684,Medium Risk
219,Aarav Verma,aarav.verma96@example.com,31,74,0.37,0,42.00577500843915,50.0,45.20346500506349,Medium Risk
221,Ananya Sharma,ananya.sharma169@example.com,14,89,0.39,1,96.09812877710809,50.0,77.65887726626485,High Risk
222,Arjun Khan,arjun.khan683@example.com,10,81,0.06,5,99.01968451912737,70.0,87.41181071147642,High Risk
223,Vivaan Chopra,vivaan.chopra376@example.com,10,99,0.18,1,98.72506239251707,50.0,79.23503743551024,High Risk
225,Vihaan Verma,vihaan.verma752@example.com,11,75,0.4,3,93.92828677506635,50.0,76.35697206503981,High Risk
226,Vihaan Chopra,vihaan.chopra167@example.com,30,32,0.25,5,3.13352140118552,100.0,41.88011284071131,Medium Risk
227,Krishna Sharma,krishna.sharma507@example.com,21,75,0.17,3,68.48291161595641,50.0,61.089746969573845,Medium Risk
228,Saanvi Reddy,saanvi.reddy570@example.com,15,37,0.44,0,65.86019214755598,80.0,71.51611528853358,High Risk
229,Aditya Sharma,aditya.sharma965@example.com,32,73,0.27,5,28.017372602904455,70.0,44.810423561742674,Medium Risk
230,Sara Patel,sara.patel158@example.com,13,96,0.38,2,95.52793210594105,50.0,77.31675926356462,High Risk
232,Ananya Yadav,ananya.yadav341@example.com,20,58,0.01,1,90.01009496841644,50.0,74.00605698104985,High Risk
233,Ishaan Yadav,ishaan.yadav934@example.com,33,80,0.06,5,87.82133355415802,70.0,80.69280013249481,High Risk
235,Aarohi Reddy,aarohi.reddy212@example.com,15,100,0.08,1,98.58051686553209,50.0,79.14831011931925,High Risk
236,Krishna Reddy,krishna.reddy704@example.com,33,98,0.13,0,66.77124834805282,50.0,60.062749008831695,Medium Risk
237,Myra Chopra,myra.chopra656@example.com,14,37,0.47,4,64.01845239009465,100.0,78.4110714340568,High Risk
239,Vivaan Verma,vivaan.verma16@example.com,11,73,0.38,2,92.18136003655904,50.0,75.30881602193543,High Risk
241,Ishaan Verma,ishaan.verma878@example.com,31,77,0.28,3,42.83381304304893,50.0,45.700287825829356,Medium Risk
242,Arjun Mehta,arjun.mehta336@example.com,20,87,0.05,4,97.15563948656282,70.0,86.29338369193769,High Risk
243,Sai Verma,sai.verma132@example.com,25,86,0.17,1,87.8957306534046,50.0,72.73743839204275,High Risk
244,Vivaan Verma,vivaan.verma248@example.com,25,90,0.14,2,93.21899426849431,50.0,75.93139656109659,High Risk
245,Aarav Reddy,aarav.reddy577@example.com,10,37,0.2,1,85.61126661559733,80.0,83.3667599693584,High Risk
246,Krishna Verma,krishna.verma437@example.com,18,26,0.4,5,3.7392049372985556,100.0,42.24352296237913,Medium Risk
247,Krishna Sharma,krishna.sharma256@example.com,15,59,0.19,3,62.130670224146336,50.0,57.2784021344878,Medium Risk
248,Riya Verma,riya.verma28@example.com,25,89,0.23,5,65.2301647138236,70.0,67.13809882829415,Medium Risk
249,Rohan Verma,rohan.verma118@example.com,12,84,0.2,0,98.19737268634906,50.0,78.91842361180943,High Risk
250,Rohan Patel,rohan.patel444@example.com,29,87,0.05,3,94.76861590443879,50.0,76.86116954266328,High Risk
251,Isha Gupta,isha.gupta297@example.com,13,68,0.22,1,79.88618995929487,50.0,67.93171397557691,Medium Risk
252,Aarohi Gupta,aarohi.gupta317@example.com,28,71,0.1,3,89.72400319234123,50.0,73.83440191540473,High Risk
253,Rohan Khan,rohan.khan924@example.com,12,48,0.09,0,90.59273585530384,50.0,74.3556415131823,High Risk
254,Sai Chopra,sai.chopra937@example.com,28,40,0.05,4,74.04097192306291,70.0,72.42458315383774,High Risk
255,Vivaan Verma,vivaan.verma918@example.com,29,97,0.18,5,88.92979915170093,70.0,81.35787949102055,High Risk
256,Krishna Khan,krishna.khan132@example.com,16,28,0.38,5,68.82029691395398,100.0,81.29217814837239,High Risk
258,Arjun Yadav,arjun.yadav196@example.com,18,95,0.16,3,92.89751000274732,50.0,75.7385060016484,High Risk
259,Aarohi Gupta,aarohi.gupta896@example.com,10,61,0.32,1,53.701300063625055,50.0,52.22078003817503,Medium Risk
260,Krishna Verma,krishna.verma866@example.com,17,70,0.1,4,95.27385030265309,70.0,85.16431018159184,High Risk
261,Sara Gupta,sara.gupta706@example.com,16,75,0.45,3,83.74350247213654,50.0,70.24610148328193,High Risk
262,Vihaan Rajput,vihaan.rajput891@example.com,27,70,0.26,3,69.83494699942636,50.0,61.900968199655814,Medium Risk
263,Riya Khan,riya.khan156@example.com,17,89,0.22,1,70.93436013339691,50.0,62.560616080038145,Medium Risk
264,Isha Sharma,isha.sharma88@example.com,10,39,0.28,1,80.32496884226687,80.0,80.19498130536013,High Risk
265,Pari Reddy,pari.reddy119@example.com,20,46,0.08,0,69.48717379353322,50.0,61.69230427611993,Medium Risk
267,Diya Yadav,diya.yadav321@example.com,34,91,0.18,0,56.010672996309,50.0,53.6064037977854,Medium Risk
268,Ananya Reddy,ananya.reddy784@example.com,27,84,0.45,5,31.267498160128433,70.0,46.76049889607706,Medium Risk
269,Ananya Mehta,ananya.mehta444@example.com,32,73,0.08,3,89.82883175297816,50.0,73.89729905178689,High Risk
271,Krishna Mehta,krishna.mehta547@example.com,12,66,0.3,3,50.36102162892002,50.0,50.216612977352014,Medium Risk
272,Sara Chopra,sara.chopra137@example.com,16,90,0.02,3,98.89454954064239,50.0,79.33672972438544,High Risk
273,Vihaan Khan,vihaan.khan972@example.com,25,82,0.18,2,84.46584927013194,50.0,70.67950956207916,High Risk
274,Isha Chopra,isha.chopra697@example.com,25,76,0.37,5,27.77230768152325,70.0,44.66338460891395,Medium Risk
276,Vivaan Rajput,vivaan.rajput363@example.com,29,79,0.16,3,79.67350210436177,50.0,67.80410126261705,Medium Risk
277,Avni Sharma,avni.sharma985@example.com,26,81,0.4,1,38.67574755287313,50.0,43.205448531723874,Medium Risk
279,Rohan Reddy,rohan.reddy649@example.com,10,41,0.43,5,72.73972735917937,70.0,71.64383641550762,High Risk
280,Myra Gupta,myra.gupta271@example.com,25,94,0.06,2,97.51298787785952,50.0,78.5077927267157,High Risk
282,Vivaan Gupta,vivaan.gupta892@example.com,14,60,0.16,3,55.560891154187566,50.0,53.33653469251254,Medium Risk
283,Diya Khan,diya.khan696@example.com,14,61,0.49,4,73.35718703761307,70.0,72.01431222256784,High Risk
284,Arjun Mehta,arjun.mehta689@example.com,32,84,0.24,5,73.09829029079964,70.0,71.85897417447978,High Risk
285,Aarav Patel,aarav.patel324@example.com,18,50,0.06,5,89.28980667136621,70.0,81.57388400281972,High Risk
287,Diya Patel,diya.patel741@example.com,12,37,0.16,3,50.35717255147355,80.0,62.21430353088413,Medium Risk
288,Krishna Sharma,krishna.sharma502@example.com,28,36,0.5,5,2.836446912853848,100.0,41.70186814771231,Medium Risk
291,Krishna Rajput,krishna.rajput205@example.com,12,98,0.06,3,99.58892324964994,50.0,79.75335394978995,High Risk
292,Riya Sharma,riya.sharma375@example.com,29,75,0.34,2,57.32062198649245,50.0,54.392373191895466,Medium Risk
293,Ananya Gupta,ananya.gupta583@example.com,33,41,0.05,5,76.51799645545285,70.0,73.9107978732717,High Risk
294,Saanvi Sharma,saanvi.sharma46@example.com,31,86,0.01,5,92.98419824951299,70.0,83.79051894970779,High Risk
295,Arjun Verma,arjun.verma214@example.com,33,75,0.41,4,31.636081550474426,70.0,46.981648930284656,Medium Risk
296,Ananya Yadav,ananya.yadav898@example.com,10,38,0.1,2,87.09523473398811,80.0,84.25714084039286,High Risk
